DT_MAJ_GDUNO,CD_ORGNS,NOM_COURT,NOM_OFFCL,ADRS_GEO_L1_GDUNO,ADRS_GEO_L2_GDUNO,CD_MUNCP,NOM_MUNCP,STAT_MUNCP,CD_POSTL_GDUNO,TYPE_ORGNS,RESEAU,SITE_WEB,COORD_X_LL84,COORD_Y_LL84,NO_TEL
,455500,Sém. St-Joseph Trois-Rivières,Séminaire Saint-Joseph de Trois-Rivières,"858, rue Laviolette",,37067,Trois-Rivières,V,G9A5S3,Établissement d'enseignement privé,Privé,https://www.ssj.qc.ca,-72.54476,46.349063,819 376-4459
,456500,Le Séminaire Sainte-Marie,Le Séminaire Sainte-Marie,"5655, boulevard des Hêtres",,36033,Shawinigan,V,G9N4V9,Établissement d'enseignement privé,Privé,https://www.seminairestemarie.com,-72.728811,46.575008,819 539-5493
,457500,Le Salésien,Le Salésien,"135, rue Don Bosco Nord ",,43027,Sherbrooke,V,J1L1E5,Établissement d'enseignement privé,Privé,https://www.lesalesien.com,-71.95199,45.397891,819 566-2222
,463500,Collège Stanstead,Collège Stanstead,"450, rue Dufferin ",,45008,Stanstead,V,J0B3E0,Établissement d'enseignement privé,Privé,https://www.stansteadcollege.com,-72.092059,45.011755,819 876-2223
,464500,Les écoles Azrieli Talmud Torah-Herzliah,Les écoles Azrieli Talmud Torah - Herzliah,"5475, avenue Mountain Sights",,66023,Montréal,V,H3W2Y8,Établissement d'enseignement privé,Privé,https://www.azrieli-tth.ca,-73.633486,45.487685,514 739-2291
,465500,École Priory inc.,École Priory inc.,"3120, Le Boulevard",,66023,Montréal,V,H3Y1R9,Établissement d'enseignement privé,Privé,https://www.priory.qc.ca,-73.597057,45.493309,514 935-5966
,466500,The Study,The Study,"3233, The Boulevard",,66032,Westmount,V,H3Y1S4,Établissement d'enseignement privé,Privé,https://www.thestudy.qc.ca,-73.600725,45.490843,514 935-9352
,467500,Collège Trafalgar pour filles,Collège Trafalgar pour filles,"3495, rue Simpson ",,66023,Montréal,V,H3G2J7,Établissement d'enseignement privé,Privé,,-73.583693,45.498709,514 935-2644
,468500,École Val Marie,École Val Marie inc.,"88, chemin du Passage ",,37067,Trois-Rivières,V,G8T2M3,Établissement d'enseignement privé,Privé,https://www.valmarie.net,-72.540638,46.370861,819 379-8040
,469500,Villa Maria,Villa Maria,"4245, boulevard Décarie",,66023,Montréal,V,H4A3K4,Établissement d'enseignement privé,Privé,,-73.618973,45.479782,514 484-4950
,477500,Villa Sainte-Marcelline,Villa Sainte-Marcelline,"815, avenue Upper Belmont",,66032,Westmount,V,H3Y1K5,Établissement d'enseignement privé,Privé,https://villa.marcelline.qc.ca,-73.617442,45.48961,514 488-2528
,478500,Académie Yéshiva Yavné,Académie Yéshiva Yavné,"7946, chemin Wavell",,66058,Côte-Saint-Luc,V,H4W1L7,Établissement d'enseignement privé,Privé,https://yavne.ca/,-73.664647,45.460792,514 481-8563
,479500,Yeshiva Gedola-Merkaz Hatorah,Yeshiva Gedola-Merkaz Hatorah de Montréal,"6155, chemin Deacon ",,66023,Montréal,V,H3S2P4,Établissement d'enseignement privé,Privé,https://www.yeshivagedola.com,-73.620251,45.512767,514 735-6611
,485500,Campus Notre-Dame-de-Foy,Campus Notre-Dame-de-Foy,"5000, rue Clément-Lockquell ",,23072,Saint-Augustin-de-Desmaures,V,G3A1B3,Établissement d'enseignement privé,Privé,https://www.cndf.qc.ca,-71.399553,46.736855,418 872-8041
,493500,Éc. Montessori International Blainville,École Montessori International Blainville inc.,"325, chemin du Bas-de-Sainte-Thérèse",,73015,Blainville,V,J7A0A3,Établissement d'enseignement privé,Privé,https://www.montessoriinternationalblainville.com,-73.798387,45.651232,450 965-7878
,497500,École du Routier G.C.,École du Routier G.C.,"2357, rue Jules-Vachon",,37067,Trois-Rivières,V,G9A5E1,Établissement d'enseignement privé,Privé,https://www.ergc.ca,-72.665616,46.377323,819 379-9209
,507500,École nationale de cirque,École nationale de cirque,"8181, avenue du Cirque",,66023,Montréal,V,H1Z4N9,Établissement d'enseignement privé,Privé,https://ecolenationaledecirque.ca/,-73.613644,45.56179,514 982-0859
,508500,L'École des Premières Lettres,L'École des Premières Lettres,"5210, rue Waverly",,66023,Montréal,V,H2T2X7,Établissement d'enseignement privé,Privé,https://www.premiereslettres.com,-73.59717,45.522343,514 272-2229
,509500,Collège Jacques-Prévert,Collège Jacques-Prévert,"12349, rue De Serres",,66023,Montréal,V,H4J2H1,Établissement d'enseignement privé,Privé,https://www.collegejacquesprevert.ca,-73.719484,45.533773,514 336-2330
,511500,École JMC,École JMC,"2205, rue de l'Église",,66023,Montréal,V,H4M1G5,Établissement d'enseignement privé,Privé,https://www.ecolejmc.ca,-73.689492,45.503686,514 956-9559
,512500,École internationale des Apprenants,École internationale des Apprenants,"4505, boulevard Henri-Bourassa Ouest",,66023,Montréal,V,H4L1A5,Établissement d'enseignement privé,Privé,https://www.ecoleia.ca,-73.703811,45.524494,514 334-4153
,513500,Académie des pompiers,Académie des pompiers,"9401, côte des Saints",,74005,Mirabel,V,J7N2X4,Établissement d'enseignement privé,Privé,https://www.academiedespompiers.ca,-74.09219,45.652915,450 258-4460
,515500,L'École l'Eau-Vive,L'École l'Eau-Vive,"4690, avenue Chauveau",,23027,Québec,V,G2C1A7,Établissement d'enseignement privé,Privé,https://www.ecoleleauvive.com,-71.359638,46.8261,418 843-5345
,523500,École oraliste de Québec,École oraliste de Québec,"1090, boulevard René-Lévesque Ouest",,23027,Québec,V,G1S1V5,Établissement d'enseignement privé,Privé,https://www.ecoleoraliste.qc.ca,-71.24308,46.795428,418 263-5189
,524500,Collège Nouvelles Frontières,Collège Nouvelles Frontières,"250, rue Gamelin",,81017,Gatineau,V,J8Y1W9,Établissement d'enseignement privé,Privé,https://www.collegenf.ca,-75.748996,45.443955,819 561-8922
,526500,École Al-Houda,École Al-Houda,"7085, chemin de la Côte-Des-Neiges",,66023,Montréal,V,H3R2M1,Établissement d'enseignement privé,Privé,https://www.ecolealhouda.ca,-73.640132,45.505171,514 341-2235
,528500,Collège CDI,Collège CDI Administration. Technologie. Santé,"1259, rue Berri, 3e étage",,66023,Montréal,V,H2L4C7,Établissement d'enseignement privé,Privé,https://www.collegecdi.ca,-73.558637,45.51445,514 849-1234
,534500,Collège Herzing,Collège Herzing,"1616, boulevard René-Lévesque Ouest",,66023,Montréal,V,H3H1P8,Établissement d'enseignement privé,Privé,https://www.herzing.ca,-73.574513,45.492913,514 935-7494
,547500,École Les Jeunes Explorateurs,École Les Jeunes Explorateurs,"210, rue Denison Est",,47017,Granby,V,J2H2R6,Établissement d'enseignement privé,Privé,https://www.elje.ca,-72.704614,45.391771,450 991-1817
,548500,Académie St-Margaret,Académie St-Margaret,"383, chemin des Anglais",,64015,Mascouche,V,J7L3P9,Établissement d'enseignement privé,Privé,https://www.academiesm.ca,-73.651642,45.732808,450 477-5172
,550500,École trilingue Vision Trois-Rivières,École trilingue Vision Trois-Rivières,"3550, rue Marguerite-Seigneuret",,37067,Trois-Rivières,V,G9B0M5,Établissement d'enseignement privé,Privé,https://troisrivieres.ecolevision.com,-72.625562,46.322801,819 377-3210
,552500,École trilingue Vision Rive-Sud,École trilingue Vision Rive-Sud,"1165, boulevard Guillaume-Couture",,25213,Lévis,V,G6W0S2,Établissement d'enseignement privé,Privé,https://ecolevision.com,-71.266083,46.734741,418 839-7575
,553500,École Vision Sherbrooke,École Vision Sherbrooke,"5100, rue Henri-Labonne",,43027,Sherbrooke,V,J1N1J1,Établissement d'enseignement privé,Privé,https://www.ecolevision.com,-71.99343,45.369928,819 821-1133
,554500,École trilingue Vision St-Augustin,École trilingue Vision St-Augustin,"4920, rue Pierre-Georges-Roy",,23072,Saint-Augustin-de-Desmaures,V,G3A1V7,Établissement d'enseignement privé,Privé,https://www.ecolevision.com,-71.386881,46.742688,418 877-3846
,555500,École trilingue Vision Terrebonne,École trilingue Vision Terrebonne,"2955, boulevard de la Pinière",,64008,Terrebonne,V,J6X0A3,Établissement d'enseignement privé,Privé,https://terrebonne.ecolevision.com,-73.69328,45.721468,450 471-2819
,556500,École Trilingue Vision Victoriaville,École Trilingue Vision Victoriaville,"905, boulevard des Bois-Francs Sud",,39062,Victoriaville,V,G6P5W1,Établissement d'enseignement privé,Privé,,-71.917929,46.038951,819 357-3545
,557500,Académie Trivium,Académie Trivium,"88, rue Jean-René-Monette",,81017,Gatineau,V,J8P5B7,Établissement d'enseignement privé,Privé,https://www.academie-trivium.com,-75.647166,45.479586,819 643-0828
,579500,Académie Juillet,Académie Juillet,"61, rue Radisson",,67020,Candiac,V,J5R0G1,Établissement d'enseignement privé,Privé,https://www.academiejuillet.com,-73.532928,45.377452,450 632-0080
,583500,École de l'Excellence,École de l'Excellence,"1749, chemin Gomin",,23027,Québec,V,G1S1P1,Établissement d'enseignement privé,Privé,https://www.ecoledelexcellence.ca,-71.253281,46.786905,418 682-8080
,585500,Collège LaSalle,Collège LaSalle,"2000, rue Sainte-Catherine Ouest",,66023,Montréal,V,H3H2T2,Établissement d'enseignement privé,Privé,https://www.collegelasalle.com,-73.581803,45.491437,514 939-2006
,587500,Académie culturelle de Laval,Académie culturelle de Laval,"1075, rue Saint-Louis",,65005,Laval,V,H7V2Z1,Établissement d'enseignement privé,Privé,,-73.744531,45.547327,450 681-9797
,589500,École le Savoir,École le Savoir,"11950, boulevard Gouin Ouest",,66023,Montréal,V,H8Z1V6,Établissement d'enseignement privé,Privé,https://www.lesavoir.ca,-73.825693,45.506737,514 676-0630
,594500,Église-École Alpha Oméga,Église-École Alpha Oméga,"324, rue Denison Ouest",,47017,Granby,V,J2G4E4,Établissement d'enseignement privé,Privé,,-72.733868,45.389755,450 777-3220
,596500,Église-École Ac. chrétienne de la Foi,Église-École Académie chrétienne de la Foi,"490, rue Chicoine",,71083,Vaudreuil-Dorion,V,J7V7E4,Établissement d'enseignement privé,Privé,https://www.faith-christianacademy.com/,-74.021227,45.376706,450 218-2021
,602500,Centre académique de l'Outaouais,Centre académique de l'Outaouais,"858, boulevard Maloney Est",,81017,Gatineau,V,J8P1H1,Établissement d'enseignement privé,Privé,https://www.cado.ca,-75.605942,45.485032,819 893-2236
,605500,École Montessori,École Montessori,"25, chemin Roy",,45072,Magog,V,J1X0N4,Établissement d'enseignement privé,Privé,https://www.montessorimagogorford.org,-72.180157,45.280261,819 742-0212
,608500,OneSchool Global Campus de Montréal,OneSchool Global Campus de Montréal,"679, rue Victoria",,66112,Baie-D'Urfé,V,H9X2K1,Établissement d'enseignement privé,Privé,,-73.920923,45.414767,514 968-4743
,614500,École Yaldei,École Yaldei,"5170, avenue Van Horne",,66023,Montréal,V,H3W1J6,Établissement d'enseignement privé,Privé,https://www.yaldei.org,-73.640595,45.490879,514 279-3666
,616500,École Trilingue Vision Vict. Maternelle,École Trilingue Vision Victoriaville - Maternelle,"905, boulevard des Bois-Francs Sud",,39062,Victoriaville,V,G6P5W1,Établissement d'enseignement privé,Privé,https://www.ecolevision.com,-71.917929,46.038951,819 357-3545
,617500,École trilingue Vision Beauce,École trilingue Vision Beauce,"566, boulevard Lamontagne",,26030,Sainte-Marie,V,G6E0G2,Établissement d'enseignement privé,Privé,https://beauce.ecolevision.com,-71.012845,46.443681,418 386-3612
,624500,Académie Lavalloise,Académie Lavalloise,"5290, boulevard des Laurentides",,65005,Laval,V,H7K2J8,Établissement d'enseignement privé,Privé,https://www.academielavalloise.com,-73.748172,45.622819,450 628-1430
,625500,École Trilingue Vision St-Jean,École Trilingue Vision St-Jean,"415, rue des Colibris",,56083,Saint-Jean-sur-Richelieu,V,J2W0B3,Établissement d'enseignement privé,Privé,https://stjean.ecolevision.com,-73.281846,45.359444,450 349-1718
,627500,École Montessori de Laval,École Montessori de Laval,"3327, boulevard de la Concorde Est",,65005,Laval,V,H7E2C3,Établissement d'enseignement privé,Privé,https://ecolemontessorilaval.com/,-73.664076,45.59392,450 936-8988
,629500,École trilingue Vision Québec nord,École trilingue Vision Québec nord,"650, avenue du Bourg-Royal",,23027,Québec,V,G2L1M8,Établissement d'enseignement privé,Privé,https://quebecnord.ecolevision.com,-71.243453,46.876959,418 623-2883
,634500,École Imagine,École Imagine,"2464, rue de l'Église",,78010,Val-David,VL,J0T2N0,Établissement d'enseignement privé,Privé,https://www.ecoleimagine.org,-74.207394,46.028909,819 322-7786
,635500,Académie Étoile du Nord Laval,Académie Étoile du Nord Laval,"950, rue Élodie-Boucher",,65005,Laval,V,H7W0C6,Établissement d'enseignement privé,Privé,https://www.northstaracademy.ca,-73.780675,45.530434,450 973-9797
,640500,Collège Sainte-Anne,Collège Sainte-Anne,"1250, boulevard Saint-Joseph",,66023,Montréal,V,H8S2M8,Établissement d'enseignement privé,Privé,https://www.sainteanne.ca/,-73.675807,45.432424,514 636-0900
,646500,École trilingue Vision Saguenay,École trilingue Vision Saguenay,"683, rue Chabanel",,94068,Saguenay,V,G7H1Z7,Établissement d'enseignement privé,Privé,https://saguenay.ecolevision.com/,-71.037122,48.418128,418 549-0242
,647500,École de la Relève,École de la Relève,"3730, boulevard Crémazie Est",Bureau 500,66023,Montréal,V,H2A1B4,Établissement d'enseignement privé,Privé,https://www.ecoledelareleve.ca,-73.602723,45.566128,514 581-4406
,648500,L'Académie de la Vallée du Roy,L'Académie de la Vallée du Roy,"100, rue des Trembles",,52007,Lavaltrie,V,J5T0G2,Établissement d'enseignement privé,Privé,,-73.289532,45.871327,450 586-0150
,650500,Collège Milestone,Collège Milestone,"6400, avenue Auteuil, bureau 200",,58007,Brossard,V,J4Z3P5,Établissement d'enseignement privé,Privé,https://www.collegemilestone.ca,-73.465644,45.46774,514 933-6688
,652500,Collège St-Michel,Collège St-Michel,"1995, rue Bélanger",,66023,Montréal,V,H2G1B8,Établissement d'enseignement privé,Privé,https://www.collegest-michel.ca,-73.602282,45.548002,514 374-8989
,653500,Édu2,Édu2,"5800, boulevard Saint-Laurent",,66023,Montréal,V,H2T1T3,Établissement d'enseignement privé,Privé,,-73.602525,45.527221,438 403-3698
,655500,École Primaire Let's Go,École Primaire Let's Go,"17835, 10e Avenue",,29073,Saint-Georges,V,G5Z2B6,Établissement d'enseignement privé,Privé,https://www.maisonletsgo.com/,-70.633181,46.09934,418 227-9333
,656500,ÉtudeSecours,ÉtudeSecours,"90, chemin du Passage",,37067,Trois-Rivières,V,G8T2M3,Établissement d'enseignement privé,Privé,https://etudesecours.com/,-72.540638,46.370861,418 271-7777
,657500,École Supérieure Internationale de Mtl,École Supérieure Internationale de Montréal,"6555, chemin de la Côte-des-Neiges",Bureau 390,66023,Montréal,V,H3S2A6,Établissement d'enseignement privé,Privé,,-73.635123,45.50266,514 738-3838
,658500,École trilingue Vision Rivière-du-Loup,École trilingue Vision Rivière-du-Loup,"40, rue Iberville",,12072,Rivière-du-Loup,V,G5R1G8,Établissement d'enseignement privé,Privé,https://riviereduloup.ecolevision.com/,-69.539865,47.838068,418 605-3111
,659500,Collège de technologie Veritas inc.,Collège de technologie Veritas inc.,"300-320, boulevard Crémazie Est",,66023,Montréal,V,H2P1E4,Établissement d'enseignement privé,Privé,https://www.veritascollege.ca,-73.639051,45.544249,514 910-0177
,660500,Collège Canada,Collège Canada,"1001, rue Sherbrooke Est",,66023,Montréal,V,H2L1L3,Établissement d'enseignement privé,Privé,https://www.collegecanada.com/fr/dep/,-73.566453,45.520507,514 532-1098
,663500,École La Graduation,École La Graduation,"4, rue de la Place-Du-commerce",Bureau 204,58007,Brossard,V,J4W3B3,Établissement d'enseignement privé,Privé,https://www.ecolelagraduation.ca/,-73.475593,45.474652,450 999-7270
,664500,L'École de L'Automobile,L'École de L'Automobile,"3399, boulevard Crémazie Est",,66023,Montréal,V,H1Z2J1,Établissement d'enseignement privé,Privé,,-73.605706,45.564436,514 725-6026
,665500,Académie Nour,Académie Nour,"12190, avenue Brunet",,66023,Montréal,V,H1G5H2,Établissement d'enseignement privé,Privé,https://www.academienour.org,-73.635928,45.609634,514 329-4444
,666500,Collège Greystone,Collège Greystone,"550, rue Sherbrooke Ouest","Tour Est, bureau 800",66023,Montréal,V,H3A1B9,Établissement d'enseignement privé,Privé,,-73.572533,45.5059,514 876-4572
,667500,École Le REPAIRE,École Le REPAIRE,"210, boulevard Sir-Wilfrid-Laurier",Suite 200,57040,Beloeil,V,J3G4G7,Établissement d'enseignement privé,Privé,,-73.214553,45.553231,514 432-4095
,668500,Collège April-Fortier,Collège April-Fortier,"350-1001, rue Sherbrooke Est",,66023,Montréal,V,H2L1L3,Établissement d'enseignement privé,Privé,,-73.566453,45.520507,514 878-1414
,670500,Collège Royal du Québec,Collège Royal du Québec,"400-1001, rue Sherbrooke Est",,66023,Montréal,V,H2L1L3,Établissement d'enseignement privé,Privé,,-73.566453,45.520507,514 652-5564
,671500,Collège l'Avenir de Rosemont inc.,Collège l'Avenir de Rosemont inc.,"3244, boulevard Rosemont",,66023,Montréal,V,H1Y1M7,Établissement d'enseignement privé,Privé,,-73.580255,45.552907,514 419-1115
